date,sfu
20050101,95.6
20050102,96.7
20050103,91.0
20050104,85.1
20050105,85.3
20050106,80.4
20050107,80.7
20050108,85.6
20050109,84.6
20050110,87.1
20050111,91.1
20050112,98.8
20050113,111.9
20050114,125.6
20050115,140.2
20050116,139.8
20050117,133.1
20050118,120.3
20050119,128.3
20050120,118.8
20050121,109.9
20050122,99.1
20050123,92.8
20050124,91.7
20050125,91.2
20050126,86.6
20050127,84.3
20050128,82.4
20050129,83.9
20050130,82.9
20050131,83.6
20050201,81.3
20050202,79.4
20050203,80.7
20050204,79.8
20050205,92.0
20050206,94.3
20050207,100.3
20050208,105.4
20050209,105.8
20050210,111.1
20050211,111.2
20050212,113.5
20050213,112.7
20050214,115.2
20050215,118.7
20050216,110.2
20050217,108.8
20050218,101.8
20050219,96.3
20050220,93.6
20050221,92.5
20050222,90.4
20050223,82.8
20050224,78.6
20050225,76.7
20050226,75.1
20050227,74.4
20050228,73.6
20050301,72.4
20050302,73.4
20050303,75.7
20050304,77.7
20050305,79.9
20050306,82.3
20050307,85.7
20050308,92.2
20050309,98.5
20050310,100.3
20050311,103.6
20050312,108.8
20050313,112.5
20050314,110.3
20050315,107.0
20050316,103.6
20050317,100.4
20050318,95.7
20050319,92.2
20050320,88.3
20050321,89.1
20050322,86.7
20050323,87.1
20050324,86.6
20050325,81.7
20050326,77.4
20050327,78.1
20050328,79.4
20050329,78.6
20050330,77.5
20050331,76.5
20050401,78.2
20050402,80.2
20050403,81.1
20050404,84.9
20050405,88.5
20050406,88.2
20050407,88.0
20050408,87.9
20050409,88.8
20050410,88.6
20050411,87.9
20050412,85.3
20050413,84.0
20050414,86.0
20050415,85.5
20050416,83.6
20050417,84.2
20050418,82.0
20050419,78.9
20050420,77.8
20050421,77.9
20050422,78.1
20050423,80.2
20050424,83.2
20050425,87.1
20050426,92.1
20050427,96.6
20050428,99.4
20050429,106.5
20050430,108.0
20050501,113.4
20050502,114.0
20050503,114.2
20050504,110.6
20050505,111.0
20050506,112.4
20050507,101.8
20050508,103.2
20050509,112.2
20050510,121.6
20050511,127.9
20050512,119.9
20050513,128.6
20050514,101.7
20050515,105.2
20050516,101.4
20050517,92.0
20050518,85.8
20050519,86.7
20050520,85.6
20050521,83.9
20050522,84.2
20050523,85.5
20050524,87.4
20050525,86.0
20050526,92.8
20050527,98.1
20050528,95.1
20050529,95.3
20050530,97.5
20050531,99.0
20050601,96.9
20050602,96.0
20050603,98.0
20050604,99.8
20050605,108.6
20050606,109.2
20050607,112.4
20050608,119.3
20050609,119.7
20050610,117.9
20050611,111.4
20050612,106.3
20050613,94.7
20050614,96.8
20050615,97.5
20050616,101.3
20050617,93.7
20050618,92.9
20050619,89.8
20050620,88.9
20050621,85.5
20050622,82.1
20050623,80.1
20050624,79.2
20050625,79.3
20050626,81.3
20050627,80.0
20050628,82.6
20050629,91.9
20050630,105.9
20050701,118.5
20050702,128.0
20050703,134.1
20050704,127.8
20050705,131.0
20050706,127.2
20050707,129.1
20050708,114.2
20050709,110.2
20050710,105.2
20050711,96.4
20050712,98.5
20050713,94.8
20050714,92.9
20050715,90.1
20050716,78.8
20050717,76.5
20050718,74.4
20050719,73.5
20050720,74.4
20050721,75.2
20050722,75.9
20050723,82.7
20050724,82.8
20050725,86.5
20050726,89.2
20050727,93.4
20050728,98.7
20050729,106.9
20050730,108.2
20050731,113.1
20050801,114.6
20050802,113.5
20050803,112.2
20050804,109.2
20050805,101.7
20050806,96.1
20050807,94.9
20050808,88.9
20050809,84.7
20050810,78.3
20050811,77.9
20050812,78.3
20050813,77.4
20050814,76.7
20050815,77.7
20050816,77.7
20050817,78.9
20050818,84.7
20050819,95.3
20050820,100.4
20050821,100.8
20050822,107.2
20050823,109.3
20050824,100.7
20050825,94.4
20050826,95.2
20050827,94.0
20050828,91.6
20050829,90.9
20050830,87.6
20050831,85.6
20050901,80.6
20050902,78.5
20050903,75.4
20050904,75.8
20050905,76.2
20050906,84.7
20050907,93.6
20050908,95.5
20050909,100.6
20050910,117.6
20050911,111.1
20050912,119.5
20050913,115.0
20050914,117.9
20050915,120.6
20050916,112.9
20050917,104.9
20050918,103.2
20050919,91.9
20050920,88.5
20050921,86.7
20050922,84.3
20050923,83.3
20050924,81.9
20050925,81.4
20050926,81.7
20050927,77.2
20050928,74.9
20050929,74.0
20050930,72.4
20051001,72.3
20051002,75.0
20051003,74.4
20051004,82.7
20051005,81.3
20051006,79.4
20051007,78.7
20051008,78.0
20051009,78.7
20051010,78.8
20051011,77.3
20051012,76.5
20051013,77.6
20051014,78.0
20051015,79.1
20051016,78.7
20051017,77.5
20051018,77.7
20051019,77.2
20051020,76.0
20051021,74.6
20051022,74.0
20051023,73.4
20051024,72.5
20051025,72.1
20051026,71.2
20051027,70.7
20051028,72.1
20051029,73.1
20051030,74.5
20051031,76.7
20051101,76.1
20051102,76.8
20051103,75.5
20051104,76.1
20051105,77.9
20051106,80.3
20051107,78.0
20051108,77.9
20051109,76.6
20051110,76.4
20051111,77.0
20051112,81.4
20051113,86.0
20051114,90.4
20051115,97.8
20051116,91.8
20051117,98.2
20051118,98.8
20051119,99.6
20051120,94.1
20051121,92.4
20051122,90.3
20051123,87.5
20051124,84.4
20051125,77.9
20051126,78.7
20051127,78.6
20051128,79.7
20051129,82.4
20051130,92.0
20051201,95.5
20051202,103.3
20051203,98.4
20051204,92.5
20051205,89.0
20051206,86.5
20051207,86.3
20051208,86.9
20051209,86.4
20051210,88.7
20051211,90.2
20051212,85.6
20051213,85.2
20051214,86.8
20051215,84.2
20051216,83.1
20051217,82.5
20051218,82.8
20051219,86.6
20051220,84.9
20051221,83.7
20051222,84.8
20051223,90.1
20051224,88.9
20051225,88.8
20051226,89.5
20051227,89.2
20051228,86.1
20051229,87.4
20051230,86.9
20051231,84.5
20060101,84.5
20060102,81.7
20060103,82.1
20060104,81.2
20060105,80.6
20060106,79.3
20060107,76.6
20060108,75.6
20060109,75.0
20060110,75.2
20060111,74.7
20060112,74.0
20060113,74.0
20060114,74.9
20060115,78.3
20060116,81.1
20060117,79.8
20060118,82.9
20060119,85.8
20060120,87.9
20060121,90.9
20060122,89.9
20060123,89.6
20060124,89.8
20060125,86.3
20060126,84.2
20060127,81.0
20060128,77.6
20060129,77.2
20060130,76.5
20060131,75.3
20060201,75.3
20060202,75.1
20060203,76.4
20060204,74.9
20060205,74.2
20060206,72.9
20060207,72.0
20060208,72.0
20060209,72.8
20060210,73.2
20060211,74.1
20060212,74.1
20060213,74.4
20060214,75.4
20060215,76.6
20060216,77.3
20060217,77.3
20060218,76.7
20060219,74.8
20060220,74.5
20060221,74.2
20060222,74.4
20060223,73.6
20060224,74.4
20060225,74.5
20060226,75.0
20060227,75.5
20060228,75.7
20060301,75.6
20060302,74.7
20060303,74.2
20060304,73.8
20060305,73.0
20060306,72.5
20060307,73.3
20060308,71.3
20060309,71.8
20060310,71.2
20060311,73.1
20060312,72.3
20060313,71.7
20060314,72.8
20060315,73.4
20060316,71.7
20060317,71.3
20060318,71.7
20060319,74.6
20060320,76.2
20060321,76.1
20060322,75.4
20060323,76.1
20060324,75.4
20060325,75.2
20060326,73.3
20060327,74.0
20060328,79.0
20060329,81.5
20060330,83.7
20060331,86.1
20060401,86.9
20060402,91.1
20060403,100.4
20060404,99.6
20060405,99.1
20060406,99.1
20060407,94.7
20060408,91.3
20060409,89.5
20060410,89.1
20060411,90.1
20060412,81.6
20060413,80.5
20060414,79.4
20060415,78.9
20060416,77.0
20060417,78.5
20060418,76.5
20060419,76.5
20060420,79.3
20060421,80.0
20060422,83.2
20060423,87.7
20060424,93.9
20060425,96.3
20060426,101.3
20060427,102.0
20060428,101.5
20060429,102.7
20060430,101.4
20060501,94.8
20060502,90.9
20060503,90.4
20060504,93.4
20060505,88.2
20060506,88.6
20060507,87.8
20060508,86.3
20060509,84.2
20060510,79.8
20060511,77.9
20060512,77.3
20060513,75.0
20060514,73.6
20060515,73.2
20060516,73.1
20060517,73.6
20060518,75.0
20060519,77.1
20060520,78.0
20060521,79.4
20060522,85.1
20060523,86.3
20060524,85.9
20060525,85.9
20060526,83.8
20060527,85.2
20060528,87.0
20060529,83.3
20060530,82.3
20060531,80.6
20060601,79.4
20060602,77.5
20060603,78.1
20060604,77.8
20060605,80.2
20060606,80.3
20060607,85.2
20060608,82.5
20060609,80.0
20060610,78.5
20060611,76.7
20060612,76.5
20060613,79.5
20060614,77.7
20060615,78.8
20060616,77.7
20060617,75.6
20060618,75.7
20060619,75.7
20060620,75.3
20060621,75.1
20060622,74.4
20060623,74.1
20060624,76.1
20060625,76.5
20060626,79.0
20060627,81.2
20060628,86.3
20060629,88.4
20060630,89.0
20060701,88.4
20060702,90.0
20060703,88.8
20060704,95.1
20060705,87.5
20060706,87.9
20060707,82.6
20060708,80.0
20060709,77.1
20060710,75.2
20060711,73.6
20060712,72.9
20060713,72.2
20060714,73.3
20060715,72.6
20060716,73.2
20060717,73.3
20060718,73.6
20060719,73.4
20060720,74.5
20060721,75.0
20060722,75.9
20060723,78.9
20060724,79.5
20060725,77.9
20060726,77.0
20060727,76.7
20060728,74.9
20060729,75.2
20060730,76.2
20060731,74.6
20060801,74.9
20060802,74.3
20060803,73.4
20060804,71.6
20060805,71.5
20060806,71.5
20060807,71.8
20060808,73.4
20060809,76.1
20060810,82.5
20060811,86.2
20060812,87.0
20060813,88.1
20060814,88.6
20060815,87.8
20060816,103.2
20060817,88.0
20060818,90.6
20060819,90.9
20060820,90.2
20060821,89.8
20060822,82.7
20060823,80.1
20060824,79.9
20060825,78.9
20060826,77.3
20060827,80.2
20060828,78.0
20060829,74.4
20060830,75.7
20060831,84.7
20060901,78.3
20060902,76.9
20060903,77.8
20060904,80.3
20060905,81.7
20060906,85.3
20060907,88.1
20060908,88.5
20060909,86.7
20060910,88.5
20060911,85.7
20060912,85.1
20060913,83.9
20060914,83.8
20060915,81.0
20060916,80.1
20060917,78.8
20060918,75.1
20060919,74.0
20060920,71.5
20060921,72.0
20060922,72.9
20060923,70.9
20060924,70.3
20060925,70.6
20060926,71.0
20060927,72.4
20060928,73.3
20060929,76.8
20060930,77.9
20061001,78.6
20061002,78.0
20061003,76.7
20061004,76.7
20061005,77.3
20061006,76.3
20061007,76.4
20061008,75.1
20061009,74.8
20061010,75.0
20061011,73.3
20061012,73.3
20061013,72.9
20061014,72.0
20061015,70.7
20061016,69.1
20061017,69.1
20061018,69.0
20061019,69.0
20061020,70.4
20061021,74.0
20061022,75.1
20061023,75.7
20061024,74.0
20061025,73.9
20061026,71.0
20061027,71.1
20061028,73.7
20061029,72.3
20061030,74.6
20061031,78.9
20061101,85.3
20061102,86.8
20061103,86.0
20061104,84.0
20061105,83.2
20061106,82.1
20061107,85.6
20061108,84.8
20061109,87.7
20061110,89.3
20061111,95.0
20061112,94.7
20061113,93.2
20061114,92.5
20061115,94.0
20061116,92.0
20061117,87.4
20061118,86.8
20061119,82.9
20061120,78.6
20061121,75.6
20061122,74.6
20061123,74.9
20061124,75.5
20061125,76.5
20061126,76.2
20061127,80.2
20061128,83.2
20061129,82.7
20061130,81.8
20061201,81.8
20061202,84.8
20061203,84.6
20061204,93.6
20061205,99.4
20061206,99.7
20061207,92.9
20061208,93.1
20061209,89.6
20061210,87.3
20061211,89.4
20061212,98.9
20061213,90.7
20061214,90.5
20061215,84.4
20061216,79.7
20061217,78.7
20061218,72.3
20061219,70.6
20061220,69.2
20061221,70.0
20061222,70.8
20061223,70.3
20061224,71.1
20061225,73.9
20061226,72.5
20061227,70.9
20061228,73.8
20061229,75.8
20061230,77.4
20061231,80.5
20070101,84.1
20070102,87.0
20070103,84.8
20070104,86.4
20070105,86.5
20070106,84.4
20070107,83.9
20070108,85.1
20070109,89.1
20070110,83.3
20070111,81.2
20070112,81.0
20070113,78.7
20070114,79.4
20070115,79.3
20070116,76.1
20070117,75.6
20070118,74.4
20070119,73.9
20070120,76.3
20070121,76.1
20070122,76.0
20070123,76.8
20070124,77.9
20070125,77.5
20070126,77.3
20070127,78.0
20070128,79.3
20070129,84.1
20070130,84.9
20070131,86.6
20070201,87.3
20070202,87.7
20070203,84.8
20070204,81.3
20070205,80.7
20070206,79.6
20070207,79.8
20070208,76.3
20070209,74.6
20070210,73.9
20070211,72.8
20070212,71.8
20070213,70.9
20070214,70.9
20070215,71.8
20070216,72.9
20070217,73.5
20070218,74.1
20070219,73.2
20070220,73.1
20070221,73.2
20070222,73.9
20070223,73.6
20070224,73.9
20070225,75.1
20070226,73.9
20070227,73.4
20070228,74.4
20070301,73.4
20070302,74.2
20070303,72.0
20070304,71.3
20070305,70.8
20070306,70.8
20070307,71.8
20070308,71.4
20070309,70.6
20070310,70.2
20070311,70.1
20070312,70.3
20070313,70.6
20070314,69.2
20070315,68.5
20070316,68.0
20070317,68.6
20070318,69.8
20070319,69.5
20070320,72.0
20070321,72.3
20070322,72.0
20070323,72.0
20070324,72.4
20070325,73.3
20070326,73.5
20070327,73.0
20070328,74.3
20070329,73.6
20070330,73.9
20070331,73.1
20070401,71.6
20070402,71.1
20070403,70.8
20070404,70.8
20070405,71.0
20070406,71.1
20070407,71.4
20070408,71.3
20070409,70.2
20070410,69.7
20070411,69.5
20070412,68.6
20070413,68.6
20070414,68.6
20070415,69.8
20070416,69.8
20070417,69.8
20070418,69.3
20070419,68.9
20070420,69.1
20070421,69.4
20070422,69.7
20070423,69.8
20070424,74.0
20070425,77.4
20070426,81.5
20070427,83.8
20070428,86.1
20070429,86.0
20070430,88.2
20070501,87.6
20070502,88.8
20070503,84.4
20070504,83.9
20070505,82.4
20070506,79.4
20070507,77.1
20070508,74.7
20070509,73.5
20070510,72.6
20070511,72.9
20070512,72.9
20070513,75.0
20070514,74.4
20070515,78.5
20070516,78.9
20070517,78.3
20070518,77.6
20070519,76.6
20070520,75.9
20070521,75.0
20070522,73.7
20070523,71.9
20070524,71.7
20070525,69.9
20070526,69.5
20070527,68.8
20070528,70.5
20070529,71.5
20070530,72.6
20070531,76.7
20070601,81.6
20070602,85.6
20070603,89.5
20070604,88.2
20070605,83.6
20070606,87.1
20070607,88.1
20070608,86.8
20070609,81.0
20070610,78.2
20070611,75.6
20070612,72.6
20070613,73.1
20070614,70.6
20070615,71.3
20070616,70.2
20070617,68.9
20070618,68.8
20070619,68.5
20070620,67.8
20070621,67.6
20070622,67.5
20070623,68.1
20070624,69.1
20070625,69.8
20070626,72.8
20070627,75.7
20070628,77.4
20070629,77.8
20070630,76.4
20070701,76.8
20070702,75.1
20070703,74.2
20070704,74.9
20070705,73.9
20070706,73.5
20070707,75.5
20070708,77.6
20070709,79.7
20070710,80.8
20070711,81.1
20070712,79.5
20070713,80.6
20070714,78.2
20070715,77.1
20070716,75.3
20070717,74.7
20070718,71.8
20070719,70.5
20070720,69.5
20070721,68.6
20070722,68.3
20070723,69.3
20070724,70.2
20070725,70.8
20070726,70.6
20070727,70.9
20070728,72.1
20070729,71.1
20070730,71.0
20070731,70.1
20070801,70.4
20070802,71.5
20070803,72.4
20070804,71.4
20070805,70.9
20070806,72.0
20070807,71.0
20070808,71.0
20070809,69.3
20070810,69.3
20070811,69.5
20070812,70.0
20070813,69.5
20070814,70.3
20070815,69.3
20070816,69.0
20070817,69.3
20070818,69.6
20070819,69.4
20070820,70.7
20070821,70.9
20070822,71.6
20070823,72.4
20070824,73.2
20070825,73.1
20070826,71.6
20070827,70.7
20070828,71.6
20070829,71.0
20070830,73.0
20070831,72.2
20070901,72.1
20070902,70.6
20070903,69.1
20070904,69.4
20070905,68.8
20070906,67.8
20070907,68.2
20070908,67.6
20070909,67.7
20070910,67.9
20070911,67.0
20070912,66.7
20070913,67.2
20070914,67.6
20070915,68.5
20070916,67.8
20070917,67.6
20070918,67.1
20070919,67.4
20070920,67.4
20070921,67.4
20070922,67.2
20070923,66.8
20070924,66.5
20070925,66.6
20070926,66.8
20070927,67.4
20070928,67.4
20070929,67.8
20070930,65.1
20071001,67.8
20071002,66.5
20071003,67.3
20071004,67.4
20071005,67.8
20071006,68.9
20071007,68.1
20071008,67.9
20071009,68.6
20071010,67.9
20071011,68.6
20071012,68.3
20071013,67.3
20071014,66.7
20071015,66.8
20071016,66.7
20071017,67.0
20071018,67.7
20071019,66.8
20071020,66.3
20071021,66.6
20071022,66.0
20071023,66.4
20071024,66.8
20071025,66.3
20071026,66.7
20071027,66.2
20071028,66.6
20071029,66.2
20071030,66.3
20071031,66.1
20071101,66.3
20071102,66.8
20071103,66.5
20071104,66.5
20071105,66.2
20071106,67.3
20071107,66.9
20071108,68.4
20071109,68.2
20071110,68.4
20071111,67.7
20071112,68.3
20071113,68.4
20071114,68.9
20071115,67.7
20071116,69.1
20071117,68.2
20071118,67.2
20071119,67.9
20071120,68.0
20071121,67.4
20071122,68.0
20071123,68.3
20071124,69.5
20071125,68.8
20071126,69.6
20071127,69.6
20071128,69.3
20071129,69.3
20071130,69.2
20071201,69.9
20071202,71.0
20071203,70.5
20071204,71.5
20071205,73.1
20071206,75.9
20071207,79.8
20071208,84.4
20071209,86.2
20071210,84.3
20071211,90.5
20071212,91.1
20071213,90.9
20071214,89.0
20071215,86.1
20071216,79.1
20071217,76.9
20071218,74.4
20071219,72.1
20071220,70.2
20071221,68.7
20071222,69.1
20071223,69.1
20071224,69.1
20071225,69.7
20071226,70.2
20071227,69.7
20071228,69.5
20071229,70.3
20071230,72.5
20071231,74.2
20080101,76.7
20080102,77.0
20080103,76.7
20080104,76.4
20080105,77.1
20080106,76.6
20080107,75.2
20080108,73.0
20080109,74.0
20080110,73.2
20080111,73.5
20080112,73.2
20080113,72.9
20080114,73.1
20080115,71.3
20080116,70.6
20080117,71.3
20080118,68.8
20080119,68.6
20080120,68.0
20080121,69.3
20080122,68.1
20080123,68.4
20080124,69.1
20080125,68.9
20080126,70.3
20080127,69.8
20080128,69.2
20080129,69.5
20080130,70.6
20080131,69.9
20080201,69.0
20080202,69.8
20080203,69.
20080204,69.3
20080205,68.5
20080206,69.6
20080207,68.9
20080208,69.0
20080209,70.3
20080210,70.7
20080211,70.2
20080212,70.3
20080213,68.7
20080214,68.8
20080215,68.0
20080216,68.6
20080217,69.4
20080218,69.5
20080219,70.0
20080220,69.3
20080221,70.3
20080222,70.8
20080223,70.1
20080224,69.3
20080225,69.9
20080226,69.3
20080227,69.4
20080228,68.7
20080229,68.5
20080301,67.4
20080302,68.0
20080303,67.3
20080304,67.2
20080305,68.2
20080306,69.3
20080307,69.5
20080308,68.8
20080309,68.5
20080310,69.4
20080311,69.3
20080312,68.5
20080313,68.7
20080314,69.1
20080315,68.8
20080316,69.6
20080317,69.1
20080318,69.0
20080319,68.4
20080320,67.9
20080321,67.7
20080322,69.1
20080323,71.5
20080324,79.0
20080325,88.2
20080326,81.2
20080327,84.5
20080328,82.6
20080329,82.4
20080330,80.4
20080331,79.1
20080401,77.7
20080402,75.9
20080403,76.4
20080404,73.1
20080405,71.1
20080406,69.5
20080407,69.3
20080408,70.0
20080409,68.2
20080410,68.1
20080411,67.4
20080412,68.5
20080413,69.7
20080414,69.0
20080415,69.7
20080416,70.0
20080417,69.8
20080418,70.8
20080419,71.7
20080420,71.5
20080421,71.6
20080422,72.1
20080423,71.5
20080424,71.2
20080425,70.7
20080426,69.9
20080427,69.0
20080428,69.4
20080429,69.6
20080430,68.0
20080501,69.6
20080502,69.2
20080503,68.5
20080504,69.5
20080505,68.8
20080506,68.4
20080507,67.8
20080508,67.7
20080509,68.6
20080510,68.7
20080511,69.4
20080512,69.5
20080513,69.7
20080514,70.5
20080515,72.7
20080516,73.2
20080517,72.8
20080518,73.3
20080519,70.5
20080520,70.2
20080521,70.8
20080522,71.0
20080523,69.6
20080524,70.3
20080525,70.1
20080526,69.8
20080527,69.7
20080528,69.6
20080529,69.9
20080530,69.0
20080531,68.8
20080601,68.5
20080602,69.0
20080603,68.2
20080604,67.1
20080605,68.4
20080606,67.9
20080607,67.6
20080608,66.9
20080609,68.0
20080610,68.2
20080611,67.8
20080612,69.2
20080613,68.6
20080614,69.2
20080615,68.6
20080616,67.4
20080617,68.1
20080618,67.5
20080619,67.0
20080620,67.3
20080621,67.0
20080622,67.5
20080623,67.5
20080624,68.0
20080625,68.1
20080626,67.5
20080627,68.3
20080628,68.1
20080629,68.8
20080630,68.9
20080701,67.8
20080702,68.2
20080703,67.7
20080704,67.6
20080705,67.3
20080706,68.3
20080707,67.7
20080708,67.8
20080709,68.3
20080710,67.6
20080711,67.9
20080712,67.1
20080713,67.4
20080714,67.8
20080715,67.9
20080716,66.7
20080717,67.1
20080718,67.4
20080719,68.5
20080720,68.0
20080721,68.4
20080722,68.0
20080723,67.6
20080724,67.5
20080725,67.9
20080726,68.1
20080727,68.4
20080728,68.3
20080729,68.1
20080730,68.5
20080731,67.5
20080801,68.1
20080802,68.2
20080803,67.4
20080804,68.2
20080805,68.4
20080806,68.9
20080807,68.0
20080808,67.3
20080809,67.3
20080810,67.4
20080811,67.5
20080812,66.9
20080813,67.0
20080814,67.6
20080815,67.0
20080816,67.8
20080817,68.2
20080818,67.8
20080819,68.9
20080820,67.4
20080821,68.7
20080822,69.1
20080823,69.4
20080824,68.6
20080825,68.0
20080826,68.3
20080827,68.0
20080828,67.4
20080829,68.1
20080830,68.4
20080831,67.9
20080901,67.0
20080902,67.2
20080903,67.3
20080904,67.0
20080905,66.3
20080906,66.8
20080907,67.6
20080908,68.0
20080909,68.0
20080910,68.1
20080911,67.8
20080912,67.1
20080913,67.2
20080914,67.6
20080915,68.2
20080916,70.1
20080917,67.7
20080918,67.8
20080919,68.4
20080920,68.4
20080921,68.4
20080922,69.6
20080923,69.8
20080924,68.8
20080925,68.6
20080926,68.0
20080927,67.6
20080928,67.3
20080929,67.0
20080930,66.4
20081001,65.9
20081002,66.4
20081003,67.2
20081004,66.6
20081005,67.4
20081006,67.2
20081007,66.6
20081008,67.5
20081009,68.5
20081010,68.7
20081011,70.5
20081012,69.7
20081013,70.5
20081014,70.0
20081015,70.5
20081016,71.4
20081017,69.5
20081018,68.6
20081019,69.0
20081020,68.6
20081021,68.2
20081022,67.0
20081023,66.5
20081024,66.7
20081025,66.7
20081026,66.0
20081027,66.1
20081028,66.2
20081029,65.8
20081030,65.9
20081031,67.1
20081101,65.6
20081102,68.0
20081103,68.3
20081104,66.8
20081105,66.5
20081106,67.3
20081107,66.5
20081108,67.0
20081109,67.1
20081110,67.9
20081111,70.0
20081112,69.5
20081113,67.6
20081114,66.8
20081115,66.7
20081116,66.2
20081117,66.2
20081118,68.2
20081119,67.7
20081120,67.9
20081121,66.8
20081122,67.3
20081123,67.2
20081124,66.1
20081125,66.0
20081126,66.5
20081127,66.4
20081128,65.2
20081129,66.4
20081130,66.5
20081201,66.2
20081202,67.0
20081203,67.2
20081204,67.6
20081205,66.8
20081206,67.1
20081207,67.0
20081208,66.4
20081209,66.7
20081210,68.7
20081211,68.0
20081212,68.8
20081213,67.5
20081214,66.6
20081215,66.7
20081216,67.2
20081217,66.6
20081218,66.2
20081219,67.0
20081220,66.9
20081221,66.
20081222,65.5
20081223,66.3
20081224,67.1
20081225,67.0
20081226,67.0
20081227,67.1
20081228,67.5
20081229,67.5
20081230,66.3
20081231,67.0
20090101,66.6
20090102,67.6
20090103,67.2
20090104,66.6
20090105,66.9
20090106,66.5
20090107,66.7
20090108,66.5
20090109,67.4
20090110,68.5
20090111,67.7
20090112,67.0
20090113,68.2
20090114,68.9
20090115,68.8
20090116,68.5
20090117,69.6
20090118,68.8
20090119,68.6
20090120,68.1
20090121,67.2
20090122,66.9
20090123,67.8
20090124,66.6
20090125,67.7
20090126,67.8
20090127,67.6
20090128,67.4
20090129,67.3
20090130,67.1
20090131,67.4
20090201,67.5
20090202,67.1
20090203,67.3
20090204,67.5
20090205,68.1
20090206,68.2
20090207,69.2
20090208,69.3
20090209,68.8
20090210,65.8
20090211,68.5
20090212,68.0
20090213,68.3
20090214,68.4
20090215,67.9
20090216,67.9
20090217,69.0
20090218,68.2
20090219,67.4
20090220,67.6
20090221,69.1
20090222,68.8
20090223,69.3
20090224,69.5
20090225,69.3
20090226,68.6
20090227,67.6
20090228,69.3
20090301,68.1
20090302,68.0
20090303,68.0
20090304,68.6
20090305,68.1
20090306,68.0
20090307,68.0
20090308,67.9
20090309,67.2
20090310,67.8
20090311,68.0
20090312,67.8
20090313,67.4
20090314,67.7
20090315,67.7
20090316,68.7
20090317,68.2
20090318,67.8
20090319,68.5
20090320,68.2
20090321,69.6
20090322,68.2
20090323,67.6
20090324,68.7
20090325,68.2
20090326,68.8
20090327,71.4
20090328,70.4
20090329,70.7
20090330,70.8
20090331,71.1
20090401,70.7
20090402,70.6
20090403,70.4
20090404,70.1
20090405,70.5
20090406,68.9
20090407,70.4
20090408,70.2
20090409,70.3
20090410,69.7
20090411,69.7
20090412,69.7
20090413,68.8
20090414,69.9
20090415,69.9
20090416,70.5
20090417,70.4
20090418,70.5
20090419,70.8
20090420,70.4
20090421,71.8
20090422,71.9
20090423,71.4
20090424,70.5
20090425,70.3
20090426,70.1
20090427,68.6
20090428,69.8
20090429,70.5
20090430,70.5
20090501,69.6
20090502,69.4
20090503,69.7
20090504,69.2
20090505,69.2
20090506,70.0
20090507,70.8
20090508,72.2
20090509,73.7
20090510,73.2
20090511,73.3
20090512,75.5
20090513,75.3
20090514,75.5
20090515,75.4
20090516,75.8
20090517,75.7
20090518,74.6
20090519,74.0
20090520,73.2
20090521,73.5
20090522,73.9
20090523,72.2
20090524,71.0
20090525,70.7
20090526,69.9
20090527,68.5
20090528,69.6
20090529,70.1
20090530,70.4
20090531,70.4
20090601,74.6
20090602,74.0
20090603,74.6
20090604,73.1
20090605,72.2
20090606,71.1
20090607,71.0
20090608,71.1
20090609,71.2
20090610,71.3
20090611,71.4
20090612,71.2
20090613,70.4
20090614,70.3
20090615,69.5
20090616,70.5
20090617,70.0
20090618,69.9
20090619,69.2
20090620,68.8
20090621,69.2
20090622,70.2
20090623,70.2
20090624,69.1
20090625,70.3
20090626,69.0
20090627,69.3
20090628,69.2
20090629,70.8
20090630,70.5
20090701,69.8
20090702,68.7
20090703,69.5
20090704,73.4
20090705,74.0
20090706,71.2
20090707,73.7
20090708,73.1
20090709,71.4
20090710,70.1
20090711,70.5
20090712,70.3
20090713,69.5
20090714,68.8
20090715,68.7
20090716,68.9
20090717,68.4
20090718,69.2
20090719,69.9
20090720,70.4
20090721,69.9
20090722,70.0
20090723,69.9
20090724,70.5
20090725,71.2
20090726,69.8
20090727,70.5
20090728,70.9
20090729,70.4
20090730,70.1
20090731,70.8
20090801,70.2
20090802,70.1
20090803,69.3
20090804,67.8
20090805,68.1
20090806,68.7
20090807,69.7
20090808,68.8
20090809,69.1
20090810,69.0
20090811,68.4
20090812,68.2
20090813,68.9
20090814,69.4
20090815,69.8
20090816,70.6
20090817,69.8
20090818,69.1
20090819,68.7
20090820,69.2
20090821,67.9
20090822,68.1
20090823,68.8
20090824,69.1
20090825,68.5
20090826,68.7
20090827,69.1
20090828,69.3
20090829,69.3
20090830,68.5
20090831,69.6
20090901,70.4
20090902,69.4
20090903,69.8
20090904,69.5
20090905,69.6
20090906,70.3
20090907,69.8
20090908,70.0
20090909,70.2
20090910,70.2
20090911,70.2
20090912,69.8
20090913,69.9
20090914,69.8
20090915,69.9
20090916,69.5
20090917,69.8
20090918,69.6
20090919,71.1
20090920,71.9
20090921,72.5
20090922,75.3
20090923,76.6
20090924,75.0
20090925,72.8
20090926,72.2
20090927,72.6
20090928,73.5
20090929,72.5
20090930,72.1
20091001,72.2
20091002,71.7
20091003,71.7
20091004,71.1
20091005,69.9
20091006,68.8
20091007,68.4
20091008,68.6
20091009,69.0
20091010,69.8
20091011,70.1
20091012,69.8
20091013,69.4
20091014,70.5
20091015,70.0
