date,sfu
20170531,76.2
20170601,77.9
20170602,80.4
20170603,80.2
20170604,79.9
20170605,81.8
20170606,77.6
20170607,77.8
20170608,76.2
20170609,76.0
20170610,77.0
20170611,76.6
20170612,77.5
20170613,77.2
20170614,76.4
20170615,79.9
20170616,75.8
20170617,77.2
20170618,77.3
20170619,76.0
20170620,76.9
20170621,76.2
20170622,76.1
20170623,76.1
20170624,76.6
20170625,76.2
20170626,76.2
20170627,76.6
20170628,74.5
20170629,74.2
20170630,73.9
20170701,73.1
20170702,73.6
20170703,74.1
20170704,74.2
20170705,75.5
20170706,78.5
20170707,82.2
20170708,89.5
20170709,94.0
20170710,98.2
20170711,94.1
20170712,93.2
20170713,95.3
20170714,97.0
20170715,94.6
20170716,89.3
20170717,88.4
20170718,80.8
20170719,75.5
20170720,72.5
20170721,71.6
20170722,71.8
20170723,72.8
20170724,72.3
20170725,72.0
20170726,70.7
20170727,70.5
20170728,71.6
20170729,72.1
20170730,71.7
20170731,74.4
20170801,75.7
20170802,76.6
20170803,77.3
20170804,76.3
20170805,76.3
20170806,75.6
20170807,74.8
20170808,73.0
20170809,73.4
20170810,73.0
20170811,71.7
20170812,72.2
20170813,70.0
20170814,74.9
20170815,76.1
20170816,79.2
20170817,78.5
20170818,82.0
20170819,88.9
20170820,88.0
20170821,89.1
20170822,92.3
20170823,87.0
20170824,80.5
20170825,82.5
20170826,79.2
20170827,79.8
20170828,83.2
20170829,85.9
20170830,88.6
20170831,93.6
20170901,95.1
20170902,101.7
20170903,122.2
20170904,185.5
20170905,122.5
20170906,134.9
20170907,130.4
20170908,118.5
20170909,108.7
20170910,101.6
20170911,80.9
20170912,76.4
20170913,76.0
20170914,75.1
20170915,73.6
20170916,72.9
20170917,72.9
20170918,72.9
20170919,71.3
20170920,74.5
20170921,73.6
20170922,78.1
20170923,81.7
20170924,87.4
20170925,90.4
20170926,91.1
20170927,91.3
20170928,91.2
20170929,90.0
20170930,89.6
20171001,85.9
20171002,86.1
20171003,86.5
20171004,86.8
20171005,84.7
20171006,84.0
20171007,79.5
20171008,76.5
20171009,72.1
20171010,70.7
20171011,69.3
20171012,69.9
20171013,69.4
20171014,68.6
20171015,69.9
20171016,70.4
20171017,69.8
20171018,72.7
20171019,72.8
20171020,75.1
20171021,75.7
20171022,76.5
20171023,77.2
20171024,76.7
20171025,77.9
20171026,76.4
20171027,75.0
20171028,74.4
20171029,74.3
20171030,74.5
20171031,74.2
20171101,71.5
20171102,72.4
20171103,72.0
20171104,70.9
20171105,69.9
20171106,68.1
20171107,67.0
20171108,66.4
20171109,64.6
20171110,67.2
20171111,65.9
20171112,68.0
20171113,70.6
20171114,72.8
20171115,72.6
20171116,71.6
20171117,74.7
20171118,74.3
20171119,72.7
20171120,71.8
20171121,71.4
20171122,71.6
20171123,70.6
20171124,72.2
20171125,72.4
20171126,73.5
20171127,71.7
20171128,70.0
20171129,70.6
20171130,69.8
20171201,68.3
20171202,69.5
20171203,67.0
20171204,66.4
20171205,66.0
20171206,66.3
20171207,65.9
20171208,67.8
20171209,69.0
20171210,69.8
20171211,70.1
20171212,69.2
20171213,69.9
20171214,69.8
20171215,69.5
20171216,69.0
20171217,68.8
20171218,69.4
20171219,66.6
20171220,71.8
20171221,73.6
20171222,72.9
20171223,73.7
20171224,73.6
20171225,73.2
20171226,69.5
20171227,68.6
20171228,68.8
20171229,69.1
20171230,68.1
20171231,68.3
20180101,66.8
20180102,67.2
20180103,68.3
20180104,67.2
20180105,67.0
20180106,67.1
20180107,67.6
20180108,68.0
20180109,68.5
20180110,68.1
20180111,68.5
20180112,68.6
20180113,68.5
20180114,68.2
20180115,67.9
20180116,68.8
20180117,68.6
20180118,68.8
20180119,68.5
20180120,67.4
20180121,66.1
20180122,67.9
20180123,68.3
20180124,67.7
20180125,68.2
20180126,67.7
20180127,67.1
20180128,65.8
20180129,66.0
20180130,67.6
20180131,66.9
20180201,67.0
20180202,66.6
20180203,68.3
20180204,69.0
20180205,72.2
20180206,73.0
20180207,75.3
20180208,76.3
20180209,75.3
20180210,76.9
20180211,75.3
20180212,76.4
20180213,73.4
20180214,73.3
20180215,71.0
20180216,70.3
20180217,70.5
20180218,68.3
20180219,68.2
20180220,66.9
20180221,66.4
20180222,66.7
20180223,66.6
20180224,66.1
20180225,66.0
20180226,67.9
20180227,66.5
20180228,67.2
20180301,66.0
20180302,66.6
20180303,66.7
20180304,66.4
20180305,66.5
20180306,66.5
20180307,66.8
20180308,65.6
20180309,66.6
20180310,66.8
20180311,66.9
20180312,67.3
20180313,67.7
20180314,66.9
20180315,68.3
20180316,67.9
20180317,69.0
20180318,68.5
20180319,69.7
20180320,68.2
20180321,68.8
20180322,68.0
20180323,67.7
20180324,67.2
20180325,68.0
20180326,67.5
20180327,68.0
20180328,68.3
20180329,68.8
20180330,68.6
20180331,68.9
20180401,68.9
20180402,68.4
20180403,67.8
20180404,68.6
20180405,66.4
20180406,67.4
20180407,67.0
20180408,68.1
20180409,68.9
20180410,68.8
20180411,68.6
20180412,70.4
20180413,70.1
20180414,69.9
20180415,71.0
20180416,69.7
20180417,69.8
20180418,71.4
20180419,71.4
20180420,73.7
20180421,77.5
20180422,76.5
20180423,74.7
20180424,73.7
20180425,71.6
20180426,70.3
20180427,69.6
20180428,71.1
20180429,72.2
20180430,71.3
